#Path	#Template Name	#File Size (bytes)	#Header Magic ID	#Header Version	#Build DateTime	#Template GUID	#SHA1
MATERIALS\GALACTICFSFX.MATERIAL.MBIN	TkMaterialData	0x0000000000000238	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xDAFFA7E774CF14C142BE3C679ECDB33D176985C3
MATERIALS\GENMIPMAP.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x5F9FBA046CE8468E4EE531D116C9BDAACCBF7373
MATERIALS\IMAGEBASEDLIGHTING.MATERIAL.MBIN	TkMaterialData	0x0000000000000280	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x2D25D5E406C8302BD0D46C39ED1C374944F9F511
MATERIALS\IMMEDIATEMODE.MATERIAL.MBIN	TkMaterialData	0x0000000000000238	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x1E39120F73358213BB6F56B1A5B76071229E828D
MATERIALS\LENSFLARE.MATERIAL.MBIN	TkMaterialData	0x0000000000000548	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xDBED247A3D7BBE49CA2A6E58EE6680AD22477CF8
MATERIALS\LIGHT.MATERIAL.MBIN	TkMaterialData	0x0000000000000508	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xA917C9FB05DC1EE1F289CB9AFE94731F97766D4A
MATERIALS\LINE3D.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x831E436D65CD2EEC766290522304ABEE4996124B
MATERIALS\NANOVG.MATERIAL.MBIN	TkMaterialData	0x0000000000000238	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xB125497E56D730775148741EA880CE6C9CE3A946
MATERIALS\POSTPROCESS.MATERIAL.MBIN	TkMaterialData	0x0000000000000660	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x8EC2A2886BDFAF2B304ED9B86BF1C086A3C6E166
MATERIALS\PSTREAM.MATERIAL.MBIN	TkMaterialData	0x00000000000004C0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x88719C79052F4E7A4749E663868485A41299A40F
MATERIALS\RENDERSCREEN.MATERIAL.MBIN	TkMaterialData	0x0000000000000280	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xAF102117D83EA010C78E3B465D9AA34A2C0A4673
MATERIALS\SKY.MATERIAL.MBIN	TkMaterialData	0x0000000000000310	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x0758799E3FE4C53EF0AE31CDE44682F6C4B6C93F
MATERIALS\SPACEMAPOBJECT.MATERIAL.MBIN	TkMaterialData	0x0000000000000470	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x84A34FD1F2C2591092ADB43163C382C6AEA7C76C
MATERIALS\SPACEMAPOBJECTVERTEXCOLOURS.MATERIAL.MBIN	TkMaterialData	0x0000000000000470	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x904DC8F9801F26C00FB3DBEDC6A8012CA742DDC5
MATERIALS\TARGETSCREENBACKGROUND.MATERIAL.MBIN	TkMaterialData	0x0000000000000398	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x701F0B01BDDACD8CB2CD494490890EFE96DE3F26
MATERIALS\TERRAINMESH.MATERIAL.MBIN	TkMaterialData	0x00000000000007D0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x463DAE8652558777BBD027BE0FACBD8D650B3211
MATERIALS\TRANSPARENTSPACEMAPOBJECT.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xEBE888D6C4F35427D7B5A7B634D7B008E330163B
MATERIALS\UI.MATERIAL.MBIN	TkMaterialData	0x0000000000000A80	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x0AC7AAE9A72A9F1CB5FD2932C348A164F0C88C20
MATERIALS\WATER.MATERIAL.MBIN	TkMaterialData	0x0000000000000238	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xF8BB90EAFCC4B37C1631CAC8DFEBE7F2E250451B
METADATA\ANIMATION\PLAYERANIMSTABLE.MBIN	TkAnimationDataTable	0x0000000000000D90	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xBE90CE789B893637	0xC6F5F930119B0BACD0D31F17E602391B940E7490
METADATA\ANIMATION\WEAPONANIMSTABLE.MBIN	TkAnimationDataTable	0x0000000000000770	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xBE90CE789B893637	0x7BBF7A378FBB06142731906FA4FA604F601511C2
METADATA\AUDIO\PULSEDEMO.MBIN	GcAudioPulseDemo	0x000000000000008C	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x267CDC1694674427	0xBB24A10A49C672C06FEEDFA68228A335F36770E8
METADATA\EFFECTS\EXPLOSIONTABLE.MBIN	GcExplosionDataTable	0x00000000000017C8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5AC26F48D38FA5ED	0xC480B8363A7D1EF415905F1B0CE40CB77C370731
METADATA\EFFECTS\PLANETEFFECTS.MBIN	GcExplosionDataTable	0x0000000000002908	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5AC26F48D38FA5ED	0x1B8E2FB1702ED01D4031BF311D568B6A7516DC0B
METADATA\EFFECTS\PLAYEREFFECTS.MBIN	GcExplosionDataTable	0x0000000000000D28	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5AC26F48D38FA5ED	0x7F6C3C9AA9EDD4C572E7375D321B0286F1B2DA14
METADATA\EFFECTS\SPACEEFFECTS.MBIN	GcExplosionDataTable	0x0000000000000D78	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5AC26F48D38FA5ED	0x88ABB4A3AA154803A91398BEE9615EAEFD18622C
METADATA\ENGINESETTINGS\GCUSERSETTINGSDATA.MBIN	GcUserSettingsData	0x0000000000003978	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x7A30852DA8F32DDE	0x5E29138654C87A7F262C81D69D7EE77BF215CD54
METADATA\ENGINESETTINGS\TKENGINESETTINGSMAPPING.MBIN	TkEngineSettingsMapping	0x000000000000009C	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5F0D049CCD180588	0xB3298AEABF6610E9F5D7B7DE7DA9891B08DFD917
METADATA\ENGINESETTINGS\TKGAMESETTINGS.MBIN	TkGameSettings	0x00000000000003C4	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x8199639F3277B942	0x3C47E737F20C1C277F32FF7FFF3CEA40880F8DAA
METADATA\ENGINESETTINGS\TKGRAPHICSSETTINGS.MBIN	TkGraphicsSettings	0x00000000000000E8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x50028E2FD6F8068A	0x998D68259644697B6FA7E058379C6BF23AD844A4
METADATA\ENGINESETTINGS\TKGRAPHICSSETTINGSPS4.MBIN	TkGraphicsSettings	0x00000000000000E8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x50028E2FD6F8068A	0x998D68259644697B6FA7E058379C6BF23AD844A4
METADATA\ENTITLEMENTS\GCENTITLEMENTREWARDTABLE.MBIN	GcEntitlementRewardsTable	0x0000000000000310	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x39D16E15AF0CB5E2	0xC4EE2E0CB72469C80AE07C0C263BD3F35AC3F51C
METADATA\ENTITLEMENTS\GCENTITLEMENTREWARDTABLEPC.MBIN	GcEntitlementRewardsTable	0x00000000000000E0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x39D16E15AF0CB5E2	0xCFF1773FBFC1677C3D63E09785AE3D5014499F25
METADATA\ENTITLEMENTS\TKENTITLEMENTLIST.MBIN	TkEntitlementList	0x0000000000000130	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x05A1524D94780AA1	0x7F88FEB0C59D0D4C91FF81C6824B925BAC0F75BE
METADATA\ENTITLEMENTS\TKENTITLEMENTLISTPC.MBIN	TkEntitlementList	0x0000000000000090	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x05A1524D94780AA1	0xA8706A0A303B8FFF876D181EDDBF136508C57B4F
METADATA\FONTS\FONTTABLE.MBIN	GcFontTable	0x0000000000000480	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB9913A609DA490D3	0xB4CE3B55CBDA029B77FC2157FEC7373156BD3693
METADATA\FONTS\LANGUAGEFONTOVERRIDETABLE.MBIN	TkLanguageFontTable	0x0000000000000680	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x916CF38ECBFD69A7	0x19D04FB98F1864ABEDF5D25935FEC952360C5FAC
METADATA\FONTS\LANGUAGEFONTTABLE.MBIN	TkLanguageFontTable	0x0000000000000070	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x916CF38ECBFD69A7	0x3E064804D37F54DD6CCC8375B36F561A506C004E
METADATA\FONTS\TEXTPRESETTABLE.MBIN	GcTextPresetTable	0x0000000000000170	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x8BBDB1EEE1132923	0x7E33189A77AB179499EA41DB6024C6496A2080C8
METADATA\GAMESTATE\DEFAULTSAVEDATA.MBIN	GcDefaultSaveData	0x000000000004EFB0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x0B074CDDEB794064	0xADD68CEB745299716BF71F2EC2597AEFD0DCEC8C
METADATA\GAMESTATE\DEFAULTSAVEDATACREATIVE.MBIN	GcDefaultSaveData	0x000000000004FA10	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x0B074CDDEB794064	0x78475F1C9097D0021CFE7457EC0C9DA0967CB56B
METADATA\GAMESTATE\PLAYERMISSIONMAPPINGPATCH0TO1.MBIN	GcPlayerMissionProgressMapTable	0x00000000000000F0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x97711ED5616C8AA0	0x4242BA4E989A28406FF6CEAD66C2E6B399562173
METADATA\GAMESTATE\PLAYERMISSIONMAPPINGPATCH1TOUPDATE1.MBIN	GcPlayerMissionProgressMapTable	0x00000000000000F0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x97711ED5616C8AA0	0xA9CBC578085EF5E9E83530822E9825ECA00D215B
METADATA\GAMESTATE\PLAYERMISSIONUPGRADETOUPDATE1_3.MBIN	GcPlayerMissionUpgradeMapTable	0x0000000000000328	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x54511EBAE64FC462	0xFEE1C4237ECF59A0B970823EE49048F783071FD9
METADATA\GAMESTATE\STATS\JOURNEYMILESTONETABLE.MBIN	GcJourneyMilestoneTable	0x0000000000000310	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x00A4768229DACCC1	0x355832407BC873552765E2BF14E04DC5243AC30F
METADATA\GAMESTATE\STATS\LEVELEDSTATSTABLE.MBIN	GcLeveledStatTable	0x00000000000070F0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x859B675770ACFE3E	0x457350EE67CEDF056B00A048DF9D89C35610552A
METADATA\GAMESTATE\STATS\LEVELEDSTATSTABLESURVIVALMODE.MBIN	GcLeveledStatTable	0x00000000000070F0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x859B675770ACFE3E	0x457350EE67CEDF056B00A048DF9D89C35610552A
METADATA\GAMESTATE\STATS\STATDEFINITIONSTABLE.MBIN	GcStatDefinitionTable	0x0000000000000AE8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD511F6F9ED3B7743	0x07DB2C250BDA815C870778B371928D9709F0AF15
METADATA\GAMESTATE\STATS\STATGROUPSTABLE.MBIN	GcStatGroupTable	0x00000000000005F0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB3B6D25E12E7E323	0x662FDC26AF7624BAD7AC4EA8CFA916FDC36CEAAA
METADATA\INPUT\GCACTIONBUTTONLOOKUP.MBIN	TkActionButtonLookup	0x0000000000007460	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x874F5BC7E66EB51F	0xD9459D4D4F11625C12F612E44AD07DF63B387BF8
METADATA\INPUT\GCCONTROLLERLIST.MBIN	TkControllerList	0x00000000000003D0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD33AC9B9ADD17756	0xA425ADF631155EC92602FAA9B6BF89BFFDDA86EE
METADATA\INPUT\GCCONTROLLERSPECKEYBOARD.MBIN	TkControllerSpecification	0x0000000000002000	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x25CCF6A206E9514F	0x0659AE57BE78DE36075B5C90F0FE879EAFD38DEF
METADATA\INPUT\GCCONTROLLERSPECPS4.MBIN	TkControllerSpecification	0x00000000000015E0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x25CCF6A206E9514F	0x973F5841FE581207189A37DF2194D94A7F94CA2C
METADATA\INPUT\GCCONTROLLERSPECREMAPPED.MBIN	TkControllerSpecification	0x00000000000014C0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x25CCF6A206E9514F	0x75183E35AC8B02CC972039AB82CB602E6193A48F
METADATA\INPUT\GCCONTROLLERSPECSTEAM.MBIN	TkControllerSpecification	0x0000000000001550	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x25CCF6A206E9514F	0x6D487F7C04F6028856149840BB76CF6E8CE49543
METADATA\INPUT\GCCONTROLLERSPECSTEAMNATIVE.MBIN	TkControllerSpecification	0x0000000000001700	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x25CCF6A206E9514F	0x13A26826BC6B81F2935193572B6FE8FF13694EFD
METADATA\INPUT\GCCONTROLLERSPECXBOX.MBIN	TkControllerSpecification	0x0000000000001550	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x25CCF6A206E9514F	0x081BF0FA0995E252FC3FC39F11E1ADABE33C5E08
METADATA\INPUTTEST.MBIN	rameArray	0x0000000000088C10	0xCCCCCCCC	0x00000000	0x0000002EE4B129D2	0x467475706E496B54	0x98459B697C7DD4DC294431EAAB725DB2C87FABE9
METADATA\LANGUAGE\ALLOWEDLANGUAGE_AS.MBIN	TkLanguagesAllowedData	0x0000000000000084	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xC605725DD4034B48	0xED8C056412BD7D8609EDA34BC5C3CD6CE50AC8D2
METADATA\LANGUAGE\ALLOWEDLANGUAGE_CH.MBIN	TkLanguagesAllowedData	0x000000000000007C	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xC605725DD4034B48	0x725A7C8C94B75B784BBB646261733054920EF6E7
METADATA\LANGUAGE\ALLOWEDLANGUAGE_DEFAULT.MBIN	TkLanguagesAllowedData	0x0000000000000078	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xC605725DD4034B48	0x3A9C716D3BD7365EA9F877D2606822D250AA333E
METADATA\LANGUAGE\ALLOWEDLANGUAGE_EU.MBIN	TkLanguagesAllowedData	0x000000000000009C	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xC605725DD4034B48	0x54F86CC6607D6F202547B6D68A2AF9E618CD7DA1
METADATA\LANGUAGE\ALLOWEDLANGUAGE_JP.MBIN	TkLanguagesAllowedData	0x0000000000000084	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xC605725DD4034B48	0x112B00B0F3E907A1D14F8DDDCEE8D16A27B23FE8
METADATA\LANGUAGE\ALLOWEDLANGUAGE_US.MBIN	TkLanguagesAllowedData	0x0000000000000088	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xC605725DD4034B48	0xA37063079FBD5AF12B80AD8D8A8BF253659D7321
METADATA\LSYSTEMS\LSYSTEMWARRIORINTERIORTEST.MBIN	TkLSystemRulesData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x73B06516A6D7F9C9	0x8513E8BB00DCFFFFEEDD0A20BDE9D636994836DE
METADATA\LSYSTEMS\LSYSTEMWARRIORTEST.MBIN	TkLSystemRulesData	0x00000000000018F0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x73B06516A6D7F9C9	0xEC96D0B4CD0D809D604FD689FE027DD9EC09FDD3
METADATA\LSYSTEMS\LSYSTEMWARRIORTESTMULTIROOM.MBIN	TkLSystemRulesData	0x00000000000018C8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x73B06516A6D7F9C9	0x72627AA9A5738FE66D24FF7E0D2354F0FEA368FE
METADATA\PROJECTILES\PROJECTILETABLE.MBIN	GcProjectileDataTable	0x0000000000006520	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x046B5C45C0869DED	0xA41A4A34F9CE714A048CC8328EDDEA8B4A56257C
METADATA\REALITY\COLOURSCHEMES\FREIGHTER_EGGSHELL_PALEPURPLE.MBIN	TkProceduralTextureChosenOptionList	0x0000000000000390	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB897EE30ED9FEEE9	0x3E20032106E6412596C7921236CD1FE5D13094F5
METADATA\REALITY\COLOURSCHEMES\FREIGHTER_EGGSHELL_SLATEBLUE.MBIN	TkProceduralTextureChosenOptionList	0x0000000000000390	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB897EE30ED9FEEE9	0x77D328343232D37E7104522D9837066C2CAA2B1E
METADATA\REALITY\COLOURSCHEMES\FREIGHTER_POLICE.MBIN	TkProceduralTextureChosenOptionList	0x0000000000000390	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB897EE30ED9FEEE9	0xF7143B7E1E125111F098652D52936FAEA8290FB5
METADATA\REALITY\COLOURSCHEMES\FREIGHTER_REDYELLOW.MBIN	TkProceduralTextureChosenOptionList	0x0000000000000390	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB897EE30ED9FEEE9	0x2529EDC3EB711BF627F059728EC7CB8C804876DF
METADATA\REALITY\COLOURSCHEMES\FREIGHTER_YELLOW_EGGSHELL.MBIN	TkProceduralTextureChosenOptionList	0x0000000000000390	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB897EE30ED9FEEE9	0xBC8C75831DA6A2BACD19342399D1E437F8416406
METADATA\REALITY\COLOURSCHEMES\SCIENTIFICPLAYER.MBIN	TkProceduralTextureChosenOptionList	0x0000000000000330	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB897EE30ED9FEEE9	0x31CE77E3FCAFC0E41F4CCEFBD372A825A39610F2
